130224,2,木3; 木4,商法総則・商行為法‐B,石田 眞,3 ; 4,専門教育科目 昼間主開講・発展科目,2,,第1回 定款の効力とその規制1\\n第2回 定款の効力とその規制2\\n第3回 商事売買1\\n第4回 商事売買2\\n第5回 代理商・仲立営業1\\n第6回 代理商・仲立営業2\\n第7回 問屋営業・運送営業1\\n第8回 問屋営業・運送営業2\\n第9回 運送取扱営業・倉庫営業1\\n第10回 運送取扱営業・倉庫営業2\\n第11回 場屋営業1\\n第12回 場屋営業2\\n第13回 消費者取引1\\n第14回 消費者取引2\\n第15回 まとめ\\n期末試験,達成目標を念頭に作成した期末試験(100%)により、成績を評価する。,
130229,2,木3; 木4,財務会計論,廣橋 祥,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,第01回:財務会計の目的と機能\\n第02回:財務諸表の体系と構造\\n第03回:会計主体論/会計公準論\\n第04回:会計基準論\\n第05回:収益・費用の会計\\n第06回:損益計算書\\n第07回:資産の会計\\n第08回:負債の会計\\n第09回:純資産の会計\\n第10回:貸借対照表\\n第11回:キャッシュ・フロー計算書\\n第12回:財務諸表分析の基本(1)\\n第13回:財務諸表分析の基本(2)\\n第14回:情報開示の拡充\\n第15回:まとめ,「小テスト(20%)・期末試験(80%)」と「期末試験(100%)」のいずれか高い方を採用して評価する。\\n小テスト\\n<評価基準>\\n・毎回の講義で学んだ内容を理解していること。\\n期末試験\\n<評価基準>\\n・達成目標に示す内容を満たしていること。,
130230,2,木3,文理融合データサイエンス,横山 一憲,2 ; 3,専門教育科目 文理融合科目,1,,講義形式とパソコンを用いた実習とを組み合わせて行う.データサイエンスの考え方やデータ処理の実際の手法を; 経済学ならびに自然科学のデータそれぞれについて学修し; 共通点と異なる点を理解することが目的である.前半4回を本間; 横山が; 後半4回を木村が担当する.\\n1.計量経済学的視点からのデータサイエンス入門(実証分析の基礎1)(本間)\\nデータを科学するとは実証分析の作法に従って量的な法則性を見いだすことであるという観点から; 法則性発見のための実証分析の手続きについて概説する.\\n2.計量経済学的視点からのデータサイエンス入門(実証分析の基礎2)(本間)\\n. 統御実験ができない場合に遭遇する難しい基本的な問題(識別問題)に焦点を当て; 資料(データ)の発生機構と識別問題の関係について概説する.\\n3. 社会科学におけるデータ処理の実践(横山)\\n最適化理論の一つのテーマ:線形計画法について、「定式化」を講義する。\\n4. 社会科学におけるデータ処理の実践(横山)\\n線形計画法を実際に解く方法を学習する。\\n5.自然科学におけるデータ処理概論(木村)\\n単回帰と重回帰の理論的背景を; 線形代数に基づいて講義形式で解説する.\\n6. 自然科学におけるデータ処理の実践(木村)\\n単回帰と重回帰の実際の計算例を; コンピュータを用いた実習形式で学ぶ.\\n7. 自然科学におけるデータ処理の実践(木村)\\n線形判別分析の理論的背景を; 線形代数に基づいて講義形式で解説する.\\n8. 自然科学におけるデータ処理の実践(木村)\\n線形判別分析の実際の計算例を; コンピュータを用いた実習形式で学ぶ.\\n備考:\\nオムニバス方式.本間; 横山が担当する回はそれぞれ講義1回; 実習1回.\\n木村が担当する回は; 講義2回; 実習2回.,各回毎の評価を総合して最終評価を行う.,
130231,2,木3; 木4,経営モデル分析,古賀 さゆり,4,専門教育科目 昼間主開講・発展科目,2,,前半が線形代数(8回分); 後半が積分・確率(7回分)の2部構成ですが\\n前半8回は単元としては一部数学Cまでの範囲で重なる内容もありますが; 主に高校の数学をこえた内容を扱います.線形モデルと行列代数で、データサイエンスにおける線形モデルと行列代数の基礎をしっかりと理解し、実際のデータ解析に応用できるようになることを目指します。\\n後半では; 高校数学で数学A・Bで学ぶ場合の数と確率の考え方を復習しつつ; さまざまな確率分布の特徴について学び; データサイエンスにおいてどのような応用されるのかを理解します。\\n(前半)\\n第1回目  ベクトル演算\\n- ベクトルの定義\\n- ベクトルの加法、乗法\\n- スカラー倍とその応用\\n第2回目  行列の演算:加法・減法・定数倍\\n- 行列の定義\\n- 行列の加法・減法・定数倍とその応用\\n第3回目  行列の積\\n第4回目  行列の積(様々な性質)\\n第5回目  特別な行列\\n第6回目  行列式、逆行列\\n- 逆行列の定義と計算方法\\n- 逆行列の存在条件( 行列式の計算とその意味)\\n第7回目  連立1次方程式\\n第8回目  データの分析への応用\\n(後半)\\n第9回目	確率変数とは\\n第10回目	期待値と分散\\n第11回目	二項分布\\n第12回目	ポアソン分布; 幾何分布\\n第13回目	連続確率変数; 正規分布\\n第14回目	カイ2乗分布; t分布\\n第15回目	確率変数についてのまとめ\\n第16回目	期末試験(紙媒体),次の要素を元に学習成果達成度を総合的に評価する。\\n〇期末テスト(紙媒体の試験)50%\\n<評価基準>\\n・達成目標に示す内容について正しく理解し説明できる\\n〇講義前・中時に提出する課題(小テスト)等の結果内容、講義中に出没する能動的な理解度確認チェックに参加状況及び提出状況(Moodle使用)50%\\n<評価基準>\\n・達成目標に示す内容について、正しく理解している\\n・達成目標に示す内容について、正しく選択できている\\n講義内外で学生が自主的に提出する提出物等があれば最終レポートと同様の評価基準で結果を加味しますので、一部の小テストで不安を感じる学生は自主的に提出下さい。,大変恐縮なのですが、Moodleアクセスにかかる通信通話料に関しては各自負担の程お願いします。
130703,2,木6; 木7,ミクロ経済学I‐B,今井 雄一,4,専門教育科目 夜間主開講・基礎科目,2,,授業は講義形式で行います。内容は次のとおりです。\\n第1回 ガイダンス、数学準備1(微分と最適化)\\n第2回 数学準備2(制約付きの最適化問題)\\n第3回 効用最大化問題の復習\\n第4回 完全競争市場についての復習\\n第5回 外部性:基本編\\n第6回 外部性とコースの定理、公共財:基本編\\n第7回 公共財の最適供給、共有資源\\n第8回 独占\\n第9回 独占:問題例、市場支配力の源泉\\n第10回 静学ゲーム\\n第11回	寡占(クールノー競争とベルトラン競争)\\n第12回	寡占:問題例\\n第13回	不確実性\\n第14回	情報の非対称性\\n第15回	ミクロ経済学の応用,上記の達成目標に示す項目について修得できているか、以下の方法により評価する。\\n宿題(50%)\\n期末試験(50%),
130704,2,木6; 木7,労働経済論‐B,金 鑫,3 ; 4,専門教育科目 夜間主開講・基礎科目,2,,第1回 経済の構造変化と雇用・労働市場\\n第2回 地域経済が抱える課題と労働市場\\n第3回 高齢者雇用の現状と政策課題\\n第4回 女性雇用の経済分析\\n第5回 若年層の就業問題\\n第6回 移民・外国人労働者のインパクト\\n第7回 日本的雇用慣行\\n第8回 労働組合と労使関係\\n第9回 雇用調整\\n第10回 労働力フロー分析\\n第11回 労働市場政策\\n第12回 社会保障と労働市場\\n第13回 国際労働市場とグローバル人材\\n第14回 今後の雇用社会と研究課題\\n第15回 後期の総括,テストおよびレポートの内容から評価します。\\n・テスト:70%\\n・レポート:30%·\\n【評価基準】達成目標に示す内容を満たしていること。,
131001,3-4,木2,ミクロ経済学入門a,大坂 洋,1 ; 2 ; 3,専門教育科目 共通基盤科目,2,,授業は講義形式で行います。内容は以下のとおりです。\\n第1回 ガイダンス; 経済学的な考え方\\n第2回 需要の理論[1]需要曲線とそのシフト\\n第3回 需要の理論[2]需要曲線とそのシフト(問題例の解説)\\n第4回 需要の理論[3]消費者余剰\\n第5回 需要の理論[4]消費者余剰(問題例の解説)\\n第6回 供給の理論[1]供給曲線とそのシフト\\n第7回 供給の理論[1]供給曲線とそのシフト(問題例の解説)\\n第8回 供給の理論[2]生産者余剰\\n第9回 供給の理論[2]生産者余剰(問題例の解説)\\n第10回 市場の理論[1]価格の役割\\n第11回 市場の理論[2]価格の役割(問題例の解説)\\n第12回 市場の効率性[1]消費者余剰と生産者余剰の集計\\n第13回 市場の効率性[2]市場均衡と社会的余剰\\n第14回 市場の効率性[3]市場均衡と社会的余剰(問題例の解説)\\n第15回 試験前の総復習,期末試験で評価します。試験は基礎問題と応用問題から構成されます。\\n基礎問題は内容を理解していれば、だれでも満点になる程度のやさしい問題です。これらの問題の大半は授業中に解説します。これらの問題で8割の点数が可以上の判定の要件です。\\n応用問題は基礎問題よりやや高度な問題で、経済学知識に加え、数学、文章力が要求される問題も含まれます。原則として授業では解説をしませんが、質問などがあれば個別に対応します。これらの問題によって、基礎問題の合格者の可、良、優にいずれに相当するか判定します。\\n*したがって、基礎問題で8割以上とれなければ、この試験では自動的に不可となることに注意してください。\\nこれらの問題は授業中に配布します。,
131002,3-4,木2,ミクロ経済学入門b,今井 雄一,1 ; 2 ; 3,専門教育科目 共通基盤科目,2,,授業は講義形式で行います。内容は以下のとおりです。\\n第1回 ガイダンス; 経済学的な考え方\\n第2回 需要の理論[1]需要曲線とそのシフト\\n第3回 需要の理論[2]需要曲線とそのシフト(問題例の解説)\\n第4回 需要の理論[3]消費者余剰\\n第5回 需要の理論[4]消費者余剰(問題例の解説)\\n第6回 供給の理論[1]供給曲線とそのシフト\\n第7回 供給の理論[1]供給曲線とそのシフト(問題例の解説)\\n第8回 供給の理論[2]生産者余剰\\n第9回 供給の理論[2]生産者余剰(問題例の解説)\\n第10回 市場の理論[1]価格の役割\\n第11回 市場の理論[2]価格の役割(問題例の解説)\\n第12回 市場の効率性[1]消費者余剰と生産者余剰の集計\\n第13回 市場の効率性[2]市場均衡と社会的余剰\\n第14回 市場の効率性[3]市場均衡と社会的余剰(問題例の解説)\\n第15回 試験前の総復習,期末試験で評価します。試験は基礎問題と応用問題から構成されます。\\n基礎問題は内容を理解していれば、だれでも満点になる程度のやさしい問題です。これらの問題の大半は授業中に解説します。これらの問題で8割の点数が可以上の判定の要件です。\\n応用問題は基礎問題よりやや高度な問題で、経済学知識に加え、数学、文章力が要求される問題も含まれます。原則として授業では解説をしませんが、質問などがあれば個別に対応します。これらの問題によって、基礎問題の合格者の可、良、優にいずれに相当するか判定します。\\n*したがって、基礎問題で8割以上とれなければ、この試験では自動的に不可となることに注意してください。\\nこれらの問題は授業中に配布します。,
131003,3-4,木3,マクロ経済学入門a,未定,1 ; 2 ; 3,専門教育科目 共通基盤科目,2,,,,
131004,3-4,木3,マクロ経済学入門b,本山 卓実,1 ; 2 ; 3,専門教育科目 共通基盤科目,2,,事前配布する講義資料に基づいて以下の内容について講義する。\\n第1~3回:ガイダンス・GDPについて\\n第4・5回:物価と失業率\\n第6・7回:政府予算と財政政策\\n第8回:1章~3章の復習\\n第9~11回:貨幣と金融政策\\n第12~14回:国内総生産の決まり方(45度線分析)\\n第15回:4章~7章の復習\\n(第16回:期末テスト)\\n※授業進度は適宜変更することがある。,期末テスト100%\\n<成績評価基準>\\n達成目標の示す内容について正しく理解している。,講義資料はMoodleを経由して配布します。
131014,3-4,木2,特殊講義 経営コンサルティング実践,柵 富雄,2 ; 3 ; 4,専門教育科目 昼間主開講・学科特殊講義,2,,1 (ガイダンス)基調講義「地域を元気にする中堅・中小企業」\\n2 (事業戦略)実践講義「変化の時代のビジネス・イノベーション」、演習講義「事業戦略策定の考え方とステップ」\\n3 (ケース企業の理解)ケース企業経営者講義「経営理念、経営状況」、演習講義「ケース企業の経営分析」\\n4 (外的与件)実践論講義「ケース企業の業界・地域・社会の変化と予測」、演習講義「ケース企業の経営環境の変化の分析」\\n5 (事例研究)実践論講義「各地に見る新しい企業経営」、演習講義「ケース企業の業界・地域・社会の分析」\\n6 (内的与件)実践論講義「企業の経営課題分析」、演習講義「ケース企業の中長期の課題」\\n7 (課題設定)演習講義「ケース企業の保有資源の評価」\\n8 (新事業の構想1)実践論講義「地域・社会の変化とニーズを捉えた保有資源の新たな価値」、演習講義「保有資源の再評価」\\n9 (新事業の構想2)実践論講義「新事業・新サービスの発想」、演習講義「新事業・新サービスの可能性と比較検討」\\n10(新事業の設計)実践論講義「事業実施戦略」、「新事業・新サービスのスキーム、ターゲット、マーケッティング」\\n11(新事業の評価1)実践論講義「需要予測の考え方」、演習講義「EXCELを用いた需要・収益予測の方法」\\n12(新事業の評価2)実践論講義「事業の実現性」、演習講義「新事業・新サービスの費用対効果、ロードマップ、課題とリスク」\\n13(新事業の提案1)ケース企業経営者へのプレゼンテーション、経営者からの評価・ディスカッション、事業提案書の見直し\\n14(新事業の提案2)ケース企業経営者へのプレゼンテーション、経営者からの評価・ディスカッション、事業提案書の見直し\\n15(まとめ)実践論講義「経営コンサルティングの役割、経営コンサルタントの職業観・就業観」\\n・各回の授業は実践論講義と演習講義(演習説明)で行う。\\n・実践論講義では、実業の経営コンサルタントから実践例を聞き、経営コンサルティング論や履修している経営学の手法が実践でどのように用いられるか学ぶ。\\n・演習では、経営分析から事業計画書の作成までを、ワークシートを用いてステップ・バイ・ステップで取り組む。\\n・授業の中でグループディスカッションを行い、ワークシートのブラッシュアップを行う。\\n・各回に記載を重ねたワークシートをまとめ、新事業・新サービス提案書としてケース企業経営者にプレゼンテーションする。\\n・ケース企業経営者からの評価・コメント等をもとに提案を見直し、最終案として期限までに提出する。,履修過程の評価(演習課題の提出状況と内容評価、発表・ディスカッション等授業への積極的な参画)約50%、および期末成果の評価(演習で積み上げてきた課題の最終案の内容評価)約50%をあわせて総合的に判断する。,
131022,3-4,木3,現代経済入門a,未定,4,専門教育科目 必修科目,2,,,,
131023,3-4,木3,現代経済入門b,本山 卓実,4,専門教育科目 必修科目,2,,事前配布する講義資料に基づいて以下の内容について講義する。\\n第1~3回:ガイダンス・GDPについて\\n第4・5回:物価と失業率\\n第6・7回:政府予算と財政政策\\n第8回:1章~3章の復習\\n第9~11回:貨幣と金融政策\\n第12~14回:国内総生産の決まり方(45度線分析)\\n第15回:4章~7章の復習\\n(第16回:期末テスト)\\n※授業進度は適宜変更することがある。,期末テスト100%\\n<成績評価基準>\\n達成目標の示す内容について正しく理解している。,講義資料はMoodleを経由して配布します。
131102,3,月2; 木2,貿易論‐A,岸本 壽生,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,講義は毎回2部構成で行う。\\n第1部は、トピックスから、現状分析を行うものである。新聞等の記事から、貿易や国際ビジネス等の現状分析を行う。とりあげるトピックスは、新聞等の出典を明示するので、学生各自で復習すること。\\n第2部は、基礎理論等を開設する。テーマは以下の5つのブロックに区切って多角的な講義にする計画である。\\n(1)ガイダンス-貿易論の課題:第1回-3回\\n貿易論の研究範囲や今日の主要な問題、および本講義の流れを解説する。\\nまた、国際ビジネスに関する根本的な課題を概説する。\\n(2)国際経済の時系列分析:第4回-12回\\n問題意識を高めるために今日の世界経済の中からWTOや地域経済統合の問題を取り上げ概説する。\\nそして、現状分析に必要な戦後の国際経済の流れを概観する。\\nそれと併せて、円の為替変動の問題、貿易摩擦の問題、貿易政策の問題などを解説する\\n(3)国際貿易の基礎理論:第13回-19回\\n貿易の基本原理を概説する。\\n貿易論履修者なら最低限知っていてほしい、「国際収支」、「絶対優位」や「比較優位」などの国際分業理論、さらに、貿易の実務についても概説する。\\n(4)国際ビジネス・多国籍企業研究- 歴史と理論:第20-27回\\n「企業はなぜ対外直接投資を行うのか」、「企業のグローバル化とは何か」といった問題を理論的に捉える。 そのほか、戦略提携やネットワーク経営など今日的な話題も解説したい。\\n(5)貿易・多国籍企業の展望- まとめにかえて:第28-30回\\n国際経済環境が激変する中、今後の展望の足がかりを考察する。\\nさらに、講義中に希望があったテーマを採りあげ解説する。\\nまた、講義の質疑応答、まとめを行う。\\n第1回	イントロダクション/貿易論の範囲\\n第2回	社会科学への誘い\\n第3回	貿易論の基礎概念\\n第4回	世界貿易の動向\\n第5回	世界市場の統合化\\n第6回	市場の統合化理論\\n第7回	WTOの構造\\n第8回	WTOの課題\\n第9回	リージョナリズム\\n第10回	地域経済動向の理論\\n第11回	EU; NAFTA(USMCA)\\n第12回	TPP11; 日欧EPA\\n第13回	AEC; RCEP\\n第14回	主要国の地域連携協定の行方\\n第15回	国際貿易の展望,講義の中で、逐次小テストなどを行い理解度をチェックします(10%)。また、期末試験を実施し(90%)、併せて成績評価をいたします。,
131104,3,月4; 木4,簿記論‐A,廣橋 祥,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,第01回 簿記一巡の手続きと財務諸表\\n第02回 現金預金と債権の譲渡\\n第03回  〃\\n第04回 手形\\n第05回  〃\\n第06回 有価証券\\n第07回  〃\\n第08回 その他の債権・債務(債務の保証; 未決算勘定)\\n第09回 商品売買\\n第10回  〃\\n第11回  〃\\n第12回 固定資産\\n第13回  〃\\n第14回  〃\\n第15回 まとめ,小テスト(20%)\\n<評価基準>\\n・毎回の講義で学んだ内容を理解していること。\\n期末試験(80%)\\n<評価基準>\\n授業で学んだ基本的な取引を記帳し; 財務諸表を作成できること。,
131105,3,月4; 木4,社会保障論-A,両角 良子,2 ; 3,専門教育科目 経済DSプログラム・基礎科目,2,,第1回  授業の説明、社会保障とは何か\\n第2回  社会保障とは何か、社会保障の歴史(欧米編)\\n第3回  社会保障の歴史(欧米編)、社会保障の歴史(日本編)\\n第4回  社会保障の歴史(日本編)、社会保障統計(人口編)\\n第5回  社会保障統計(人口編)、社会保障統計(財政編)\\n第6回  社会保障統計(財政編)、ミクロ経済学入門\\n第7回  ミクロ経済学入門、政府の介入\\n第8回  公的年金(価値財)\\n第9回  公的年金(価値財)、公的年金(道徳的危険)\\n第10回   公的年金(道徳的危険)、公的年金(逆選択)\\n第11回   公的年金(賦課方式と積立方式)\\n第12回   公的年金(賦課方式と積立方式)\\n第13回   公的年金制度\\n第14回   公的年金制度、労働保険\\n第15回   まとめ・定期試験\\n第16回 第15回が事情により都合が悪くなった場合の予備日\\n※上記は目安です。変更が生じる可能性があります。,・期末試験 100%\\n期末試験は授業内容の理解度と身に付けた知識による応用力・考察力を確認するものです。理解度・応用力・考察力を成績の評価基準とします。,・オフィスアワーについて\\n特定の時間にオフィスアワーをもうけません。質問等がある方は、まずは電子メールで相談してください。対面または非対面、いずれかの形で対応したいと思います。\\n・特殊事情が発生した場合について\\nシラバスに書かれている内容を部分的に変更して開講することがあります。\\nオンデマンド授業を行う可能性があります。
131109,3,火3; 木1,憲法-A,伊藤 嘉規,2 ; 3,専門教育科目 公共政策プログラム・基礎科目,2,,第1回目  ガイダンス\\n第2回目 憲法の概念と立憲主義\\n第3回目  日本国憲法の基本原理(1)-国民主権\\n第4回目  日本国憲法の基本原理(2)-違憲審査制\\n第5回目  違憲審査のありようについて考えてみる-在外投票制違憲国賠訴訟を中心に\\n第6回目 基本的人権の保障と限界-公共の福祉; 内在的制約; 政策的制約\\n第7回目 基本的人権の享有主体; 基本的人権の妥当範囲\\n第8回目 幸福追求権(1)ー人格的利益説; 一般的自由説; プライヴァシーの権利\\n第9回目    幸福追求権(2)-自己決定権\\n第10回目  法の下の平等(1)-尊属殺違憲判決を中心に\\n第11回目  法の下の平等(2)-非嫡出子相続分規定違憲判決を中心に; LGBT; ; 選択的夫婦別姓について考える\\n第13回目  内心の自由; 思想良心の自由\\n第14回目 信教の自由\\n第15回目 政教分離; 目的・効果基準\\nなお; 15回目講義終了後に学期末テストを行います。,上記達成目標を測るために課す持ち込み一切不可の論述式の学期末試験(100%)で評価いたします。,
131110,3,火3; 木1,計量経済学‐A,唐渡 広志,2 ; 3 ; 4,専門教育科目 昼間主開講・発展科目,2,,第1回:イントロダクション\\n第2回:経済データの扱い方1\\n第3回:経済データの扱い方2\\n第4回:記述統計の基礎1\\n第5回:記述統計の基礎2\\n第6回:回帰分析1\\n第7回:回帰分析2\\n第8回:回帰分析3\\n第9回:回帰分析4\\n第10回:Rによる回帰分析の演習1\\n第11回:回帰モデルの仮説検定1\\n第12回:回帰モデルの仮説検定2\\n第13回:回帰モデルの仮説検定3\\n第14回:Rによる回帰分析の演習2\\n第15回:まとめ,演習問題(50%)、期末課題(50%)\\n授業中は定期的に授業内容に関する演習問題をMoodleで出題する。,
131111,3,火3; 木1,オペレーションズ・リサーチ‐A,横山 一憲,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,・ポートフォリオ問題 投資対象である資産の組合せをポートフォリオといい、投資家はある特定の資産を売ったり買ったりすることによって、自己のポートフォリオを管理します。株式の組合せを考え、どのように組み合わせたら期待する利益が大きくなるか、リスクが小さくなるかを学びます。\\n1. 期待値\\n2. 平均値\\n3. 分散・標準偏差(1)\\n4. 分散・標準偏差(2)\\n5. 共分散\\n6. 相関係数\\n7. リターンとリスク(1)\\n8. リターンとリスク(2)\\n9. 2資産ポートフォリオ(1)\\n10. 2資産ポートフォリオ(2)\\n11. 3資産ポートフォリオ(1)\\n12. 3資産ポートフォリオ(2)\\n13. 3資産ポートフォリオ(3)\\n14. 投資信託(1)\\n15. 投資信託(2),期末試験の結果(100%),
131113,3,木3; 金1,情報システム論‐A,柳原 佐智子,2 ; 3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,第1回:ガイダンス\\n第2回:データ・情報\\n第3回:知識\\n第4回:システム\\n第5回:情報システム\\n第6回:情報システムと人間の関係\\n第7回:マーケティングと情報システム\\n第8回:Web世界の発展と関連技術\\n第9回:FinTech\\n第10回:デジタル・トランスフォーメーション\\n第11回:ビジネスにおけるロボットと人工知能\\n第12回:ノーコード開発\\n第13回:経営情報システムの変遷\\n第14回:組織コミュニケーションと情報\\n第15回:まとめ\\n講義室と経済学部4階端末室を組み合わせて利用する予定でしたが人数が多いので講義中心となりました.\\n履修者人数によって順番や内容を入れ替えることがあります。場合によってはPCの演習は授業時間中には行いません.また; 受講生の演習の進度によって内容を変更することがあります。変更する場合はその都度講義中に指示します。,期末試験:50%(授業で扱った内容の設問について正しく回答できるか)\\n課題:50%(課題として求められている内容について正しく作成・提出されているか)\\nいずれかで著しく成績が悪い場合は単位認定が不可能となるので注意すること.,
131116,3,月2; 木2,債権法II(各論)‐A,森嶋 秀紀,3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,以下のとおり講義を進める予定である。\\n(なお、講義の進み具合に応じて予定を変更する可能性もある)\\n1 債権各論の全体像\\n2 契約法総論1\\n3 契約法総論2\\n4 契約の成立\\n5 契約の効力1\\n6 契約の効力2\\n7 契約の解除\\n8 売買1\\n9 売買2\\n10 売買3\\n11 贈与・交換\\n12 消費貸借・使用貸借\\n13 賃貸借1\\n14 賃貸借2\\n15 賃貸借3\\n16 期末試験,達成目標を念頭に置いて 期末試験によって評価する(100%)。\\nなお、授業においてなされた質問等が有益であった場合、その点を評価に加えることがある。,
131118,3,月4; 木4,日本経済史‐A,矢島 桂,3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,第1回ガイダンス\\n第2回資本制社会\\n第3回幕末の経済と開港\\n第4回明治維新\\n第5回殖産興業と松方財政\\n第6回通貨制度の整備\\n第7回大隈財政と松方財政\\n第8回産業革命\\n第9回近代産業の発達(軽工業)\\n第10回近代産業の発達(重工業)\\n第11回日清・日露戦争と東アジア\\n第12回日清・日露戦争と日本経済\\n第13回第一次世界大戦と日本経済\\n第14回戦前期の富山県経済\\n第15回日本における資本主義の成立について,定期試験100%,
131119,3,月4; 木4,刑法各論‐A,辻本 淳史,3 ; 4,専門教育科目 昼間主開講・基礎科目,2,,第1週から第15週にかけて個人的法益に対する罪のうち生命身体に対する罪、自由に対する罪、名誉に対する罪を重点的に解説する。授業の進み具合によって内容が変わることもある。\\n第1週 ガイダンス\\n第2週 生命・身体に対する罪 総説\\n第3週 殺人罪・自殺関与罪等\\n第4週 暴行罪・傷害罪\\n第5週 過失致死傷罪\\n第6週 遺棄罪\\n第7週 自由に対する罪 総説\\n第8週 逮捕監禁罪\\n第9週 強制わいせつ・強姦罪(1)\\n第10週 強制わいせつ・強姦罪(2)\\n第11週 住居侵入罪\\n第12週 名誉に対する罪 総説\\n第13週 名誉毀損罪\\n第14週 公共の利害に関する特例(230条の2)\\n第15週 予備日,達成目標を念頭において、試験、小テスト(70%、30%)で評価する。,【連絡先】\\natjmt@eco.u-toyama.ac.jp\\n【オフィス・アワー】\\n水曜日5限(事前に問い合わせをお願いします)
131123,3,月4; 木4,社会政策‐A,両角 良子,4,専門教育科目 昼間主開講・基礎科目,2,,第1回  授業の説明、社会保障とは何か\\n第2回  社会保障とは何か、社会保障の歴史(欧米編)\\n第3回  社会保障の歴史(欧米編)、社会保障の歴史(日本編)\\n第4回  社会保障の歴史(日本編)、社会保障統計(人口編)\\n第5回  社会保障統計(人口編)、社会保障統計(財政編)\\n第6回  社会保障統計(財政編)、ミクロ経済学入門\\n第7回  ミクロ経済学入門、政府の介入\\n第8回  公的年金(価値財)\\n第9回  公的年金(価値財)、公的年金(道徳的危険)\\n第10回   公的年金(道徳的危険)、公的年金(逆選択)\\n第11回   公的年金(賦課方式と積立方式)\\n第12回   公的年金(賦課方式と積立方式)\\n第13回   公的年金制度\\n第14回   公的年金制度、労働保険\\n第15回   まとめ・定期試験\\n第16回 第15回が事情により都合が悪くなった場合の予備日\\n※上記は目安です。変更が生じる可能性があります。,・期末試験 100%\\n期末試験は授業内容の理解度と身に付けた知識による応用力・考察力を確認するものです。理解度・応用力・考察力を成績の評価基準とします。,・オフィスアワーについて\\n特定の時間にオフィスアワーをもうけません。質問等がある方は、まずは電子メールで相談してください。対面または非対面、いずれかの形で対応したいと思います。\\n・特殊事情が発生した場合について\\nシラバスに書かれている内容を部分的に変更して開講することがあります。\\nオンデマンド授業を行う可能性があります。
131126,3,火3; 木1,憲法I(人権)‐A,伊藤 嘉規,4,専門教育科目 昼間主開講・基礎科目,2,,第1回目  ガイダンス\\n第2回目 憲法の概念と立憲主義\\n第3回目  日本国憲法の基本原理(1)-国民主権\\n第4回目  日本国憲法の基本原理(2)-違憲審査制\\n第5回目  違憲審査のありようについて考えてみる-在外投票制違憲国賠訴訟を中心に\\n第6回目 基本的人権の保障と限界-公共の福祉; 内在的制約; 政策的制約\\n第7回目 基本的人権の享有主体; 基本的人権の妥当範囲\\n第8回目 幸福追求権(1)ー人格的利益説; 一般的自由説; プライヴァシーの権利\\n第9回目    幸福追求権(2)-自己決定権\\n第10回目  法の下の平等(1)-尊属殺違憲判決を中心に\\n第11回目  法の下の平等(2)-非嫡出子相続分規定違憲判決を中心に; LGBT; ; 選択的夫婦別姓について考える\\n第13回目  内心の自由; 思想良心の自由\\n第14回目 信教の自由\\n第15回目 政教分離; 目的・効果基準\\nなお; 15回目講義終了後に学期末テストを行います。,上記達成目標を測るために課す持ち込み一切不可の論述式の学期末試験(100%)で評価いたします。,
131603,3,木6; 木7,環境政策論‐A,未定,4,専門教育科目 夜間主開講・発展科目,2,,,,
